,Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
37,True,,Charles Boyer Theater,1953–,N/A,N/A,30 min,Drama,N/A,N/A,Charles Boyer,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0045377,series,,,,,N/A
38,True,,Fredric March Presents Tales from Dickens,1958–,N/A,N/A,30 min,Drama,N/A,N/A,"Fredric March, Robert Arditti",N/A,English,UK,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,10,tt0166463,series,,,,,N/A
39,True,,Robert Montgomery Presents,1950–1957,N/A,30 Jan 1950,60 min,Drama,N/A,N/A,Robert Montgomery,"Actor, Producer, and Director Robert Montgomery introduced each telecast, sometimes interviewing one of the stars, and sometimes appearing in the play.",English,USA,Won 1 Primetime Emmy. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ1MTYxODIxN15BMl5BanBnXkFtZTgwMDE4Mjg5MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,82,tt0042141,series,,,,,8
40,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
41,True,,The Spencer Tracy Legacy: A Tribute by Katharine Hepburn,1986,Not Rated,01 Mar 1986,87 min,Documentary,David Heeley,John Miller,"Joan Bennett, Angela Lansbury, Elizabeth Taylor, Richard Widmark",Spencer Tracy and Katherine Hepburn formed one of the greatest couples of Hollywood's Golden Era -- both on screen and off.,English,USA,Won 2 Primetime Emmys. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4MTg3NTkzNl5BMl5BanBnXkFtZTgwODAyNTkwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,205,tt0091994,movie,12 Oct 2004,N/A,MGM/UA Home Entertainment,N/A,
42,True,,Charles Boyer Theater,1953–,N/A,N/A,30 min,Drama,N/A,N/A,Charles Boyer,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0045377,series,,,,,N/A
43,True,,James Cagney,1931,N/A,N/A,9 min,"Documentary, Short",Grace Elliott,N/A,"James Cagney, Dorothy West","Dorothy West, an interviewer for the New York-based filmed interview series ""Intimate Interviews"" calls up rising screen star James Cagney and asks for an interview. He agrees and she comes...",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,7,tt1601314,movie,N/A,N/A,N/A,N/A,
44,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
45,True,,Leslie Howard: The Man Who Gave a Damn,2016,N/A,11 Feb 2016,84 min,"Documentary, Biography, History",Thomas Hamilton,"Thomas Hamilton, Derek Partridge, Alistair Wyllie","Derek Partridge, Norman Spencer, Matthew Sweet, Doug Wheeler",Intimate and compelling documentary on the life and career of Leslie Howard (1893-1943),English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTgyNDQ1ODY2N15BMl5BanBnXkFtZTgwNjU3MTQxNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,57,tt2033298,movie,N/A,N/A,N/A,N/A,
46,True,,The Spencer Tracy Legacy: A Tribute by Katharine Hepburn,1986,Not Rated,01 Mar 1986,87 min,Documentary,David Heeley,John Miller,"Joan Bennett, Angela Lansbury, Elizabeth Taylor, Richard Widmark",Spencer Tracy and Katherine Hepburn formed one of the greatest couples of Hollywood's Golden Era -- both on screen and off.,English,USA,Won 2 Primetime Emmys. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4MTg3NTkzNl5BMl5BanBnXkFtZTgwODAyNTkwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,205,tt0091994,movie,12 Oct 2004,N/A,MGM/UA Home Entertainment,N/A,
47,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
48,True,,"Clark Gable: Tall, Dark and Handsome",1996,N/A,N/A,N/A,Documentary,Susan F. Walker,David Kim,"Liam Neeson, James Bacon, Carroll Baker, John Clark Gable",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,65,tt0168590,movie,N/A,N/A,N/A,N/A,
49,True,,The Laurence Olivier Awards 1997,1997,N/A,N/A,N/A,N/A,Geoff Miles,N/A,"Clive Anderson, Eileen Atkins, Frances Barber, Stephen Boxer",N/A,English,UK,N/A,"https://m.media-amazon.com/images/M/MV5BMTg0ODU4MTQ3Ml5BMl5BanBnXkFtZTcwMzg0MzMwMg@@._V1_SY264_CR108,0,180,264_.jpg","[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,14,tt1792632,movie,N/A,N/A,N/A,N/A,
50,True,,The Mickey Rooney Show,1954–1955,N/A,28 Aug 1954,30 min,Comedy,N/A,N/A,"Mickey Rooney, John Hubbard, Regis Toomey, Claire Carleton",The misadventures of an eager but somewhat bumbling young actor who gets a job as a page at a television studio in Hollywood while trying to break into show business.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGUxYWJkZDMtYjkxMS00OGZhLTg0OTAtZTNhOGEyMmRhZDY5XkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,34,tt0046625,series,,,,,1
51,True,,"James Stewart, Robert Mitchum: The Two Faces of America",2017,N/A,09 Nov 2017,80 min,"Documentary, Biography",Gregory Monro,Gregory Monro,"Trina Mitchum, Kelly Stewart, Judy Stewart, Victoria Tennant","With his naïve air, his rangy and reassuring silhouette, the first one symbolizes success, someone who everybody wants to look like. When they shared the poster of the 'Big sleep' in 1978, ...",English,"France, USA",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,214,tt7025294,movie,N/A,N/A,N/A,N/A,
52,True,,Charlie: The Life and Art of Charles Chaplin,2003,TV-PG,11 Sep 2003,132 min,"Documentary, Biography",Richard Schickel,Richard Schickel (a film by),"Charles Chaplin, Sydney Pollack, Bill Irwin, Norman Lloyd","Narrated by Sydney Pollack, film critic Richard Schickel's dazzling two-hour plus documentary to one of the towering figures in film: Charles Chaplin. Hardcore Chaplin fans may not find ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWY5MDI4MjktODljOS00ZjcwLWE1MTQtYTdlZGQ3N2NjNDMyXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,8.0,"1,304",tt0379730,movie,N/A,N/A,N/A,N/A,
53,True,,AFI Life Achievement Award: A Tribute to Henry Fonda,1978,N/A,15 Mar 1978,120 min,Documentary,Marty Pasetta,Hal Kanter,"Henry Fonda, Jane Alexander, Lucille Ball, Richard Burton","Henry Fonda is honored for his career in theater, television and film by friends, family, and co-workers.",English,USA,Nominated for 1 Primetime Emmy. Another 1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,142,tt0268604,movie,N/A,N/A,N/A,N/A,
54,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
55,True,,The Laurence Olivier Awards 1997,1997,N/A,N/A,N/A,N/A,Geoff Miles,N/A,"Clive Anderson, Eileen Atkins, Frances Barber, Stephen Boxer",N/A,English,UK,N/A,"https://m.media-amazon.com/images/M/MV5BMTg0ODU4MTQ3Ml5BMl5BanBnXkFtZTcwMzg0MzMwMg@@._V1_SY264_CR108,0,180,264_.jpg","[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,14,tt1792632,movie,N/A,N/A,N/A,N/A,
56,True,,"James Stewart, Robert Mitchum: The Two Faces of America",2017,N/A,09 Nov 2017,80 min,"Documentary, Biography",Gregory Monro,Gregory Monro,"Trina Mitchum, Kelly Stewart, Judy Stewart, Victoria Tennant","With his naïve air, his rangy and reassuring silhouette, the first one symbolizes success, someone who everybody wants to look like. When they shared the poster of the 'Big sleep' in 1978, ...",English,"France, USA",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,214,tt7025294,movie,N/A,N/A,N/A,N/A,
57,True,,Goodbye Gary Cooper,2009,N/A,22 Jul 2009,75 min,Drama,Nassim Amaouche,Nassim Amaouche (screenplay),"Jean-Pierre Bacri, Dominique Reymond, Yasmine Belmadi, Mhamed Arezki","When their factory is closed down, some irreducible people stay to live in the factory city where they've been spending all their lives. Some of them also keep going to work, to repair the machinery.",French,France,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYzMwZmU0MTQtNzZhZS00NDhmLTkwYmMtYmE0MDU0ZmNiZGFiXkEyXkFqcGdeQXVyMTk5NTAxMTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,191,tt1298828,movie,N/A,N/A,N/A,N/A,
58,True,,Becoming Cary Grant,2017,TV-PG,30 Sep 2017,85 min,"Documentary, Biography",Mark Kidel,"Mark Kidel, Nick Ware","Mark Kidel, Cary Grant, Frank Sinatra, Judy Balaban","For the first time one of Hollywood's greatest stars tells his own story, in his own words. From a childhood of poverty to global fame, Cary Grant, the ultimate self-made star, explores his own screen image and what it took to create it.",English,"France, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BMDlhNDNhODQtOTNhMi00NzA4LTk3ZmUtMWUyMzE2ODI0MDZiXkEyXkFqcGdeQXVyNDIzOTM1NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,6.6,821,tt5704748,movie,N/A,N/A,Yuzu Productions,N/A,
59,True,,Intimate Interviews: Walter Huston,1931,N/A,N/A,9 min,"Short, Comedy",Grace Elliott,N/A,"Walter Huston, Dorothy West","Dorothy West barges in on Walter Huston at his home, and against his wants, proceeds to conduct an interview with him about his private life, his career and his craft. The somewhat flippant...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt4886216,movie,N/A,N/A,N/A,N/A,
60,True,,Robert Montgomery Presents,1950–1957,N/A,30 Jan 1950,60 min,Drama,N/A,N/A,Robert Montgomery,"Actor, Producer, and Director Robert Montgomery introduced each telecast, sometimes interviewing one of the stars, and sometimes appearing in the play.",English,USA,Won 1 Primetime Emmy. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ1MTYxODIxN15BMl5BanBnXkFtZTgwMDE4Mjg5MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,82,tt0042141,series,,,,,8
61,True,,Me and Orson Welles,2008,PG-13,18 Dec 2009,114 min,"Comedy, Drama",Richard Linklater,"Robert Kaplow (based on the novel by), Holly Gent (screenplay by), Vincent Palmo Jr. (screenplay by)","Christian McKay, Zac Efron, Zoe Kazan, Megan Maczko","In 1937, a teenager is cast in the Mercury Theatre production of ""Julius Caesar"", directed by a young Orson Welles.",English,"UK, Isle Of Man, USA",Nominated for 1 BAFTA Film Award. Another 5 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMzI5YjY0NjgtZDgxYi00YzFjLTljNzQtN2Y3ZTZjMDYzNjRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"10,621",tt1175506,movie,N/A,N/A,"CinemaNX, Detour Filmproduction",N/A,
62,True,,James Cagney,1931,N/A,N/A,9 min,"Documentary, Short",Grace Elliott,N/A,"James Cagney, Dorothy West","Dorothy West, an interviewer for the New York-based filmed interview series ""Intimate Interviews"" calls up rising screen star James Cagney and asks for an interview. He agrees and she comes...",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,7,tt1601314,movie,N/A,N/A,N/A,N/A,
63,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
64,True,,Goodbye Gary Cooper,2009,N/A,22 Jul 2009,75 min,Drama,Nassim Amaouche,Nassim Amaouche (screenplay),"Jean-Pierre Bacri, Dominique Reymond, Yasmine Belmadi, Mhamed Arezki","When their factory is closed down, some irreducible people stay to live in the factory city where they've been spending all their lives. Some of them also keep going to work, to repair the machinery.",French,France,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYzMwZmU0MTQtNzZhZS00NDhmLTkwYmMtYmE0MDU0ZmNiZGFiXkEyXkFqcGdeQXVyMTk5NTAxMTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,191,tt1298828,movie,N/A,N/A,N/A,N/A,
65,True,,Walter Pidgeon Announcement,1955,N/A,N/A,1 min,"Documentary, Short",N/A,N/A,Walter Pidgeon,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt7899662,movie,N/A,N/A,N/A,N/A,
66,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
67,True,,Becoming Attractions: The Trailers of Humphrey Bogart,2000,N/A,15 Feb 2000,45 min,Documentary,Tony Barbon,"Charlie Coates, Dena Krupinsky, Robert Osborne","Robert Osborne, Humphrey Bogart","Robert Osbourne hosts this television special, in which many trailers for Humphrey Bogart's films are presented here to show how he established himself in Hollywood. Trailers featured are ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTNkOWQ4NGYtMDEwZi00ZGQwLTlkODUtZWM4NjU0N2QxMzJjXkEyXkFqcGdeQXVyMjkxODI3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,82,tt0423855,movie,N/A,N/A,N/A,N/A,
68,True,,Goodbye Gary Cooper,2009,N/A,22 Jul 2009,75 min,Drama,Nassim Amaouche,Nassim Amaouche (screenplay),"Jean-Pierre Bacri, Dominique Reymond, Yasmine Belmadi, Mhamed Arezki","When their factory is closed down, some irreducible people stay to live in the factory city where they've been spending all their lives. Some of them also keep going to work, to repair the machinery.",French,France,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYzMwZmU0MTQtNzZhZS00NDhmLTkwYmMtYmE0MDU0ZmNiZGFiXkEyXkFqcGdeQXVyMTk5NTAxMTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,191,tt1298828,movie,N/A,N/A,N/A,N/A,
69,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
70,True,,Walter Pidgeon Announcement,1955,N/A,N/A,1 min,"Documentary, Short",N/A,N/A,Walter Pidgeon,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt7899662,movie,N/A,N/A,N/A,N/A,
71,True,,The Mickey Rooney Show,1954–1955,N/A,28 Aug 1954,30 min,Comedy,N/A,N/A,"Mickey Rooney, John Hubbard, Regis Toomey, Claire Carleton",The misadventures of an eager but somewhat bumbling young actor who gets a job as a page at a television studio in Hollywood while trying to break into show business.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGUxYWJkZDMtYjkxMS00OGZhLTg0OTAtZTNhOGEyMmRhZDY5XkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,34,tt0046625,series,,,,,1
72,True,,Charles Boyer Theater,1953–,N/A,N/A,30 min,Drama,N/A,N/A,Charles Boyer,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt0045377,series,,,,,N/A
73,True,,A Bing Crosby Christmas,1998,Not Rated,N/A,60 min,"Documentary, Comedy, Music",N/A,N/A,"Bing Crosby, Kathryn Grant, Gene Kelly, Fred Astaire",The Hollywood Palace (1964-1970) was a weekly variety show on ABC staged at the former Hollywood Playhouse. The show's specialty became transforming the set via pieces splitting apart or ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgyMzUwNTk3NF5BMl5BanBnXkFtZTcwNzg4OTQ1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,58,tt0259894,movie,N/A,N/A,N/A,N/A,
74,False,Movie not found!,,,,,,,,,,,,,,,,,,,,,,,,,
75,True,,Becoming Cary Grant,2017,TV-PG,30 Sep 2017,85 min,"Documentary, Biography",Mark Kidel,"Mark Kidel, Nick Ware","Mark Kidel, Cary Grant, Frank Sinatra, Judy Balaban","For the first time one of Hollywood's greatest stars tells his own story, in his own words. From a childhood of poverty to global fame, Cary Grant, the ultimate self-made star, explores his own screen image and what it took to create it.",English,"France, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BMDlhNDNhODQtOTNhMi00NzA4LTk3ZmUtMWUyMzE2ODI0MDZiXkEyXkFqcGdeQXVyNDIzOTM1NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,6.6,821,tt5704748,movie,N/A,N/A,Yuzu Productions,N/A,
76,True,,Batman Heroes: Alexander Knox,2005,N/A,N/A,2 min,"Documentary, Short",N/A,N/A,"Robert Wuhl, Jack Nicholson",Featurette on Robert Wuhl's character in 'Batman'.,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,9,tt1636734,movie,N/A,N/A,N/A,N/A,
77,True,,A Bing Crosby Christmas,1998,Not Rated,N/A,60 min,"Documentary, Comedy, Music",N/A,N/A,"Bing Crosby, Kathryn Grant, Gene Kelly, Fred Astaire",The Hollywood Palace (1964-1970) was a weekly variety show on ABC staged at the former Hollywood Playhouse. The show's specialty became transforming the set via pieces splitting apart or ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgyMzUwNTk3NF5BMl5BanBnXkFtZTcwNzg4OTQ1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,58,tt0259894,movie,N/A,N/A,N/A,N/A,
78,True,,AFI Life Achievement Award: A Tribute to Gene Kelly,1985,N/A,07 May 1985,N/A,Documentary,Don Mischer,"Jeffrey Lane, George Stevens Jr.","Gene Kelly, Shirley MacLaine, Fred Astaire, Mikhail Baryshnikov",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,162,tt0268602,movie,N/A,N/A,N/A,N/A,
