,Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
16,True,,Skippy,1967–,N/A,03 Dec 1967,25 min,"Adventure, Family",N/A,"Lee Robinson, Dennis Hill","Ed Devereaux, Tony Bonner, Ken James, Garry Pankhurst","Sonny and his kangaroo Skippy live in Waratah National Park in New South Wales. Matt Hammond, Sonny's father is the park ranger. Skippy saves the day in many adventures.",English,Australia,1 win.,https://m.media-amazon.com/images/M/MV5BMTgzNDcwOTU4OV5BMl5BanBnXkFtZTcwMTkwNDMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,803,tt0060025,series,,,,,3
17,True,,Trader Horn,1931,PASSED,23 May 1931,122 min,"Action, Adventure, Drama, Romance",W.S. Van Dyke,"Ethelreda Lewis (based on the book by), Dale Van Every (adaptation), John T. Neville (adaptation), Richard Schayer (screen play), Cyril Hume (dialogue)","Harry Carey, Edwina Booth, Duncan Renaldo, Mutia Omoolu","Two white traders in the darkest Africa of the 1870s find a missionary's daughter, who was captured as a child by a savage tribe and now worshiped as a goddess.","English, Swahili",USA,N/A,https://m.media-amazon.com/images/M/MV5BMDY1YjcyZGQtZDU4Yi00NjZhLTk5YWUtNDQzNDk0YmIxOTA3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.4,793,tt0022495,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,
18,True,,Arrowsmith,1931,PASSED,26 Dec 1931,108 min,Drama,John Ford,"Sinclair Lewis (based upon the novel by), Sidney Howard (adapted for the screen by)","Ronald Colman, Helen Hayes, Richard Bennett, A.E. Anson","Based on Sinclair Lewis's novel ""Arrowsmith"". A medical researcher is sent to a plague outbreak, where he has to decide priorities for the use of a vaccine.","English, Italian, Swedish",USA,N/A,https://m.media-amazon.com/images/M/MV5BMWE3MDVmMjAtODUwMy00NjAwLTk2YWEtNTA1MGE3OTY0OTFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.2,"1,136",tt0021622,movie,N/A,N/A,Howard Productions,N/A,
19,True,,Bad Girl,1931,Passed,13 Sep 1931,90 min,"Drama, Romance",Frank Borzage,"Viña Delmar (novel), Brian Marlow (play), Edwin J. Burke (scenario)","James Dunn, Sally Eilers, Minna Gombell, Frank Darien","A man and woman, skeptical about romance, nonetheless fall in love and are wed, but their lack of confidence in the opposite sex haunts their marriage.",English,USA,Won 2 Oscars. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjI2NDAwNDAyM15BMl5BanBnXkFtZTcwNjM1MjQxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}]",N/A,6.5,"1,086",tt0021635,movie,N/A,N/A,Fox Film Corporation,N/A,
20,True,,The Champ,1979,PG,04 Apr 1979,121 min,"Drama, Sport",Franco Zeffirelli,"Frances Marion (story), Walter Newman","Jon Voight, Faye Dunaway, Ricky Schroder, Jack Warden","A former boxer discovers that his biggest battle of all is going to be with his ex-wife, Annie, who returns after abandoning their young son seven years prior.",English,USA,Nominated for 1 Oscar. Another 2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZDdmMGNiOGQtOWQzNC00ZDZjLWIxM2ItZTBlNGEwMzM1MGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.9,"7,608",tt0078950,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,
21,True,,Five Star Final,1931,Not Rated,26 Sep 1931,89 min,"Crime, Drama",Mervyn LeRoy,"Louis Weitzenkorn (based on the play by), Byron Morgan (screen play), Robert Lord (adaptation)","Edward G. Robinson, Marian Marsh, H.B. Warner, Anthony Bushell",The City Editor of a sleazy tabloid goes against his own journalistic ethics to resurrect a twenty year old murder case... with tragic results.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjE3YTEzYmQtNWUzZi00NDBjLTkzMjAtZmQzNTg1YTU4Nzk1XkEyXkFqcGdeQXVyNTgyMjIzOTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,7.3,"1,697",tt0021873,movie,N/A,N/A,First National Pictures,N/A,
22,True,,Grand Hotel,1932,Not Rated,11 Sep 1932,112 min,"Drama, Romance",Edmund Goulding,"Vicki Baum (by), William Absalom Drake (play)","Greta Garbo, John Barrymore, Joan Crawford, Wallace Beery",A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,"English, Russian",USA,Won 1 Oscar. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODc5OWY0MWQtZjgzMS00YTA1LTk1ZmEtY2VmYTgwYmU4ZjAwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,7.4,"16,787",tt0022958,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,
23,True,,One Hour with You,1932,Passed,25 Mar 1932,78 min,"Comedy, Musical, Romance","George Cukor, Ernst Lubitsch","Lothar Schmidt (play), Samson Raphaelson, Léopold Marchand (French adaptation), Samson Raphaelson (adaptation), Lothar Schmidt (play)","Maurice Chevalier, Jeanette MacDonald, Lili Damita, Genevieve Tobin",An unhappily married couple try to come between a happy one.,"English, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BMmM0M2VmZGYtZjJhNy00MGYwLWFkYzMtMzcxMjVjN2FjMzVmXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,7.2,"2,091",tt0023303,movie,N/A,N/A,N/A,N/A,
24,True,,Shanghai Express,1932,Approved,12 Feb 1932,82 min,"Adventure, Drama, Romance, Thriller",Josef von Sternberg,"Jules Furthman (screen play), Harry Hervey (based on the story by)","Marlene Dietrich, Clive Brook, Anna May Wong, Warner Oland",A notorious woman rides a train through a dangerous situation with a British captain she loved.,"English, French, Cantonese, German",USA,Won 1 Oscar. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMDc3ODRlZDktY2M2MC00Y2UxLWI1MWMtODkyYjI1NzQyNjIwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.3,"7,366",tt0023458,movie,N/A,N/A,Paramount Pictures,N/A,
25,True,,The Smiling Lieutenant,1931,Passed,01 Aug 1931,93 min,"Comedy, Romance, Musical",Ernst Lubitsch,"Leopold Jacobson (operetta), Felix Dormann (operetta), Hans Müller (novel), Ernest Vajda (screenplay), Samson Raphaelson (screenplay)","Maurice Chevalier, Claudette Colbert, Miriam Hopkins, Charles Ruggles","An amorous lieutenant is forced to marry a socially awkward princess, though he tries to keep his violin-playing girlfriend on the side.","English, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BZmIzMGMwOGQtYjY3YS00NmRhLTkxMjctZmYyNWIyYzc2NGVhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,7.2,"3,070",tt0022074,movie,N/A,N/A,Paramount,N/A,
26,True,,Cavalcade,1933,Passed,15 Apr 1933,112 min,"Drama, Romance, War",Frank Lloyd,Reginald Berkeley (screen play),"Diana Wynyard, Clive Brook, Una O'Connor, Herbert Mundin","A portrayal of the triumphs and tragedies of two English families, the upper-crust Marryots and the working-class Bridgeses, from 1899 to 1933.",English,USA,Won 3 Oscars. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNWJlMjljMmItZTNiNC00NGI3LWFhYzgtMTk1ZmNhZjZiYzU2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}]",N/A,5.8,"4,392",tt0023876,movie,N/A,N/A,N/A,N/A,
27,True,,A Farewell to Arms,1932,Unrated,08 Dec 1932,80 min,"Drama, Romance, War",Frank Borzage,"Benjamin Glazer (screenplay), Oliver H.P. Garrett (screenplay), Ernest Hemingway (novel)","Helen Hayes, Gary Cooper, Adolphe Menjou, Mary Philips",An American ambulance driver and an English nurse fall in love in Italy during World War I.,English,USA,Won 2 Oscars. Another 1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,6.5,"4,967",tt0022879,movie,N/A,N/A,Paramount Pictures,N/A,
28,True,,42nd Street,1933,Passed,11 Mar 1933,89 min,"Comedy, Musical, Romance",Lloyd Bacon,"Rian James (screen play), James Seymour (screen play), Bradford Ropes (based on the novel by)","Warner Baxter, Bebe Daniels, George Brent, Ruby Keeler","A director puts on what may be his last Broadway show and, at the last moment, a naive newcomer has to replace the star.",English,USA,Nominated for 2 Oscars. Another 1 win.,https://m.media-amazon.com/images/M/MV5BMTUzNDExNjQ3Ml5BMl5BanBnXkFtZTgwMjM2NDgzMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.4,"10,489",tt0024034,movie,N/A,N/A,Warner Brothers,N/A,
29,True,,I Am a Fugitive from a Chain Gang,1932,Passed,19 Nov 1932,92 min,"Crime, Drama, Film-Noir",Mervyn LeRoy,"Robert E. Burns (by), Howard J. Green (screen play), Brown Holmes (screen play)","Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis","Wrongly convicted James Allen serves in the intolerable conditions of a southern chain gang, which later comes back to haunt him.",English,USA,Nominated for 3 Oscars. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BMDllMDA4YWQtYzdmNC00OGYxLWE0N2QtZmNjM2QxMTgxYzFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,8.2,"11,426",tt0023042,movie,N/A,N/A,"Warner Brothers, The Vitaphone Corporation",N/A,
30,True,,Lady for a Day,1933,Passed,13 Sep 1933,96 min,"Comedy, Drama",Frank Capra,"Robert Riskin (screen play and dialogue), Damon Runyon (from the story by)","Warren William, May Robson, Guy Kibbee, Glenda Farrell","A gangster tries to make Apple Annie, the Times Square apple seller, a lady for a day.","English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTA4MjUxOTMwMTNeQTJeQWpwZ15BbWU4MDYyNjMwNDIx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.4,"3,682",tt0024240,movie,N/A,N/A,Columbia Pictures Corporation,N/A,
31,True,,Little Women,2019,PG,25 Dec 2019,135 min,"Drama, Romance",Greta Gerwig,"Greta Gerwig (written for the screen by), Louisa May Alcott (based on the novel by)","Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","English, French",USA,Won 1 Oscar. Another 71 wins & 187 nominations.,https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.8,"127,124",tt3281548,movie,N/A,N/A,"Columbia Pictures, Pascal Pictures, New Regency Pictures",N/A,
32,True,,The Private Life of Henry VIII.,1933,Not Rated,21 Sep 1933,97 min,"Biography, Comedy, Drama, History, Romance",Alexander Korda,"Lajos Biró (story and dialogue), Arthur Wimperis (story and dialogue), Arthur Wimperis (scenario)","Charles Laughton, Robert Donat, Franklin Dyall, Miles Mander",King Henry VIII marries five more times after his divorce from his first wife Catherine of Aragon.,"English, German",UK,Won 1 Oscar. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZDFiZjBmNzItZmRkMi00ZmNmLTg0OTctOGFkZWI2NzRjN2M5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.1,"3,424",tt0024473,movie,N/A,N/A,London Film Production,N/A,
33,True,,She Done Him Wrong,1933,Passed,09 Feb 1933,66 min,"Comedy, Drama, History, Musical, Romance",Lowell Sherman,"Mae West (by), Harvey F. Thew (screen play), John Bright (screen play)","Mae West, Cary Grant, Owen Moore, Gilbert Roland","In the Gay Nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.",English,USA,Nominated for 1 Oscar. Another 2 wins.,https://m.media-amazon.com/images/M/MV5BY2Q3NjEzMTAtMDY3ZS00MDQ5LWI2N2MtZjk4NTE2ZDIwMzU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,6.3,"5,224",tt0024548,movie,N/A,N/A,Paramount Pictures,N/A,
34,True,,Smilin' Through,1932,Approved,24 Sep 1932,98 min,"Drama, Romance",Sidney Franklin,"Jane Cowl (play), Jane Murfin (play), Ernest Vajda (screenplay), Claudine West (screenplay), Donald Ogden Stewart (dialogue), James B. Fagan (dialogue)","Norma Shearer, Fredric March, Leslie Howard, O.P. Heggie",The adoptive father of a young woman is horrified to learn she plans to marry the son of the man who accidentally killed her aunt years before.,English,USA,Nominated for 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BNDAyZjgyOTctMmI0OC00NjBhLTk5OGItYWZmMDBjMTMzNjg0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]",N/A,6.9,983,tt0023488,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,
35,True,,State Fair,1945,Approved,30 Aug 1945,100 min,"Comedy, Drama, Musical, Romance",Walter Lang,"Oscar Hammerstein II (screenplay), Philip Stong (from a novel by), Sonya Levien (adapted by), Paul Green (adapted by)","Jeanne Crain, Dana Andrews, Dick Haymes, Vivian Blaine",The Frake family attends the annual Iowa State Fair; each member of the clan has their own reason for doing so.,English,USA,Won 1 Oscar. Another 3 nominations.,https://m.media-amazon.com/images/M/MV5BY2U0MmMxNzUtZDQzMC00MGFkLTk5ZmMtOTE2NzM1YTg2OTk2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,7.0,"3,538",tt0038116,movie,N/A,N/A,N/A,N/A,
36,True,,The Barretts of Wimpole Street,1934,Passed,21 Sep 1934,109 min,"Biography, Drama, Romance",Sidney Franklin,"Rudolph Besier (from the play by), Ernest Vajda (screen play), Claudine West (screen play), Donald Ogden Stewart (screen play)","Norma Shearer, Fredric March, Charles Laughton, Maureen O'Sullivan","Elizabeth Barrett's tyrannical father has forbidden any of his family to marry. Nevertheless, Elizabeth falls in love with the poet Robert Browning.",English,USA,Nominated for 2 Oscars. Another 1 win.,https://m.media-amazon.com/images/M/MV5BY2Q4ZDBkMzEtNWM4ZC00MDRjLWIwNDItZTNkYWZjOGE5MjYwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",N/A,7.0,"1,592",tt0024865,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,
